e,n,v
1050,-522,-540
1372,-400,-566
1448,-278,-563
1523,-10,-559
1414,259,-555
1304,314,-552
1388,369,-518
1473,425,-483
1558,359,-449
1460,293,-192
1138,68,65
627,-156,322
116,-381,276
-396,-630,229
-505,-879,124
-615,-889,18
-566,-662,-88
-518,-436,-88
-469,-210,-88
-562,-122,-229
-974,-34,-371
-1387,-151,-513
-1538,-269,-654
-1354,-386,-583
-1170,-557,-513
-986,-728,-332
-974,-898,-151
-962,-881,29
-950,-864,115
-938,-755,200
-869,-646,286
-801,-537,371
-732,-466,288
-664,-396,205
-444,-228,122
-225,-60,173
164,108,223
552,276,273
940,444,199
1328,534,125
1501,623,50
1675,713,-24
1694,716,-76
1714,718,-127
1733,721,-178
1396,724,-229
769,727,-124
142,730,-18
-134,732,88
-410,511,234
-566,290,68
-723,68,-98
-745,34,-264
-768,299,-205
-791,565,-146
-947,830,-12
-1104,854,122
-1362,879,88
-1826,789,54
-2090,699,20
-2017,609,-15
-1619,520,-49
-1222,430,-83
-825,282,-117
-413,134,-151
0,-13,-186
168,-161,-34
337,-244,117
284,-327,269
232,-410,223
179,-428,177
127,-445,132
129,-463,194
130,-480,256
132,-498,317
57,-422,259
-18,-347,200
-93,-194,142
-10,-41,83
73,112,24
288,132,77
503,151,130
420,171,183
337,177,235
142,183,288
-54,189,391
-249,195,493
-316,309,596
-382,422,592
-449,536,589
-516,649,586
-583,476,642
-649,303,698
-833,129,614
-1017,-44,530
-1201,-217,446
-1121,-391,362
-1040,-310,278
-682,-229,202
-324,-147,125
34,-66,49
396,15,-44
757,-83,-137
955,-181,-229
1154,-278,-322
1353,-314,-415
1423,-350,-508
1494,-386,-420
1289,-62,-332
1084,261,-244
767,585,3
449,908,251
319,930,498
189,952,553
59,671,609
37,391,664
15,-5,526
169,-400,388
324,-598,250
479,-796,112
439,-687,59
400,-579,5
361,-470,-49
322,-361,-103
283,-415,-156
218,-469,-210
153,-522,-203
88,-457,-195
23,-391,-188
-42,-325,-181
-107,-259,-107
-173,-258,-34
-238,-256,39
-303,-255,112
-427,-254,186
-552,-161,259
-509,-68,332
-466,24,405
-424,3,370
-381,-18,335
-195,-39,300
-10,-55,265
176,-72,230
361,-88,195
253,-9,225
144,71,254
35,150,283
-73,229,244
-19,85,205
36,-60,166
90,-205,127
145,-396,88
199,-586,49
254,-776,67
291,-828,85
327,-879,103
542,-676,-27
757,-474,-156
972,-83,-286
1187,308,-415
1182,698,-423
1177,938,-431
979,1177,-439
781,1265,-469
508,1284,-474
276,1270,-425
44,1255,-376
-12,1240,-327
-67,1035,-278
-123,830,-229
-179,625,-181
-234,667,-76
-393,708,28
-552,977,133
-461,1245,237
-369,1309,342
-278,1372,381
-344,1176,420
-410,979,459
-476,782,498
-542,586,537
-435,495,525
-327,404,513
-410,313,397
-493,223,282
-711,132,166
-929,-44,148
-1147,-220,130
-1096,-396,112
-1045,-571,18
-825,-784,-76
-605,-996,-170
-386,-1208,-264
-166,-1421,-187
54,-1436,-111
191,-1450,-34
329,-1283,57
467,-1115,148
604,-947,239
742,-657,258
880,-366,276
1018,27,294
1155,420,313
1293,642,325
1431,864,337
1349,798,209
1268,732,81
1187,431,-46
938,130,-174
688,-171,-302
345,-317,-430
2,-145,-309
-342,28,-189
-495,200,-68
-648,371,49
-801,542,166
-981,459,283
-1162,376,334
-1113,293,384
-833,196,435
-553,99,372
-273,2,309
-186,-94,246
-99,-191,183
-12,-288,120
75,-441,57
163,-594,-5
250,-747,-68
337,-967,-148
295,-1187,-228
252,-1406,-308
210,-1501,-388
313,-1597,-469
415,-1460,-549
518,-1323,-630
626,-1052,-710
735,-780,-791
844,-509,-608
952,-237,-425
998,34,-133
1043,114,158
1089,194,449
859,274,645
630,354,840
400,435,864
227,294,889
54,154,704
-28,13,520
-109,-127,336
-190,20,151
-454,166,161
-718,313,171
-981,408,181
-1245,503,190
-1252,383,146
-1260,264,103
-1032,-15,59
-804,-293,67
-576,-405,76
-299,-518,85
-23,-465,94
254,-412,103
415,-360,29
576,-307,-44
576,-254,-117
576,-202,-251
576,-149,-384
461,-97,-518
345,-44,-513
229,-137,-508
109,-229,-503
-12,-139,-498
-133,-49,-493
-254,286,-488
-281,620,-358
-308,776,-228
-334,933,-98
-361,850,33
-347,767,163
-332,612,293
-317,457,500
-415,303,706
-513,210,913
-610,117,1023
-599,24,1133
-588,-68,978
-576,-179,824
-605,-290,669
-635,-400,490
-664,-385,311
-438,-369,132
-212,-354,-86
15,-338,-304
216,-322,-522
418,-361,-531
620,-400,-539
666,-439,-547
711,-352,-441
757,-264,-336
620,-33,-230
483,199,-124
256,430,-19
29,487,87
-198,545,193
-425,603,298
-532,660,404
-640,718,510
-747,845,615
-726,972,503
-705,950,391
-684,928,234
-663,732,78
-642,537,-78
-622,225,-90
-601,-88,-103
-532,-232,-115
-464,-376,-127
-396,-330,-40
-327,-284,46
-259,-238,133
-190,-192,220
-11,-146,198
168,-249,176
348,-352,155
527,-454,133
433,-592,112
339,-729,90
244,-867,68
81,-1004,-81
-82,-1142,-231
-245,-1279,-381
-408,-1195,-503
-571,-1110,-625
-571,-1025,-598
-571,-972,-571
-571,-918,-402
-471,-864,-233
-371,-764,-63
-271,-664,130
-171,-375,324
-71,-86,518
29,203,622
129,492,726
229,780,830
112,1069,752
-5,1094,674
-122,1118,442
-239,852,210
-241,585,-22
-243,318,-254
-244,52,-317
-223,-215,-381
-202,-247,-444
-181,-278,-409
-256,-90,-373
-330,99,-337
-405,288,-226
-313,405,-116
-220,522,-5
33,327,30
286,132,65
540,-144,99
793,-420,134
1046,-479,169
1299,-537,204
1221,-249,239
1143,39,273
807,327,273
472,615,273
137,591,61
37,566,-151
-63,402,-364
-81,238,-576
-99,73,-566
-116,-13,-557
-134,-99,-430
-151,-186,-303
-250,-73,-176
-349,39,-8
-447,151,160
-546,271,327
-645,391,296
-410,322,265
-176,254,233
145,186,202
465,103,171
786,20,125
886,-63,78
986,-146,32
843,-99,-15
700,-52,-61
557,-5,-107
398,11,-134
239,27,-161
236,43,-188
232,59,-215
228,75,-164
225,91,-114
278,107,-63
332,125,42
386,142,146
439,42,251
332,-57,356
225,-156,385
-54,-96,413
-332,-35,441
-610,25,469
-732,86,377
-854,146,285
-757,112,193
-659,78,102
-396,44,10
-132,10,-23
132,65,-55
409,120,-88
685,175,-21
962,229,46
1040,171,112
1118,112,179
952,54,246
786,-5,313
620,-78,291
452,-151,270
283,-225,249
237,-298,154
191,-371,59
146,-444,-37
100,-396,-132
54,-348,-227
202,-300,-322
350,-252,-290
498,-204,-257
405,-156,-225
313,-107,-113
73,80,-2
-166,267,109
-218,454,221
-270,483,332
-322,513,314
-302,409,296
-281,305,278
-260,201,197
-239,98,116
-233,147,34
-226,197,18
-220,247,2
-265,297,-13
-310,347,-29
-355,376,-136
-400,405,-242
-291,435,-349
-181,464,-455
48,449,-562
277,435,-568
505,420,-575
734,405,-581
963,391,-423
1191,376,-265
1152,361,-107
1113,347,83
918,231,273
723,116,308
527,1,342
433,-114,266
339,-229,190
244,-306,115
150,-383,39
55,-460,-37
-39,-537,-112
-254,-607,-188
-469,-677,-264
-477,-747,-254
-485,-674,-244
-493,-601,-234
-431,-379,-126
-369,-157,-17
-308,64,92
-189,286,200
-71,508,144
48,444,87
166,381,31
161,225,-25
156,68,-82
151,-88,-138
146,-244,-194
109,-291,-251
72,-337,-307
34,-195,-364
-29,-54,-420
-93,88,-358
-156,220,-296
-31,352,-234
94,239,-173
220,127,-111
386,15,-49
552,-98,1
464,-210,51
376,-225,101
190,-240,150
5,-256,200
-181,-271,137
-233,-286,73
-285,-301,10
-337,-316,-54
-236,-331,-117
-136,-347,-184
-35,-404,-251
65,-461,-317
166,-518,-244
89,-484,-171
12,-451,-98
-65,-417,-24
-142,-384,49
-198,-351,124
-254,-317,199
-151,-368,273
-49,-418,268
54,-469,262
182,-354,257
311,-239,251
439,-2,246
407,236,240
374,474,235
342,555,229
212,636,183
83,718,137
-46,666,90
-176,614,44
-107,562,45
-39,439,46
93,317,48
225,195,49
356,160,106
325,124,163
293,89,220
261,53,173
229,18,127
198,-18,81
166,-53,34
132,-89,32
98,-124,30
63,-160,28
29,-195,26
-5,-105,24
-39,-15,37
-125,76,50
-212,166,62
-298,256,75
-229,347,88
-161,226,24
-93,104,-39
11,-17,-103
116,-138,-166
220,-259,-92
133,-202,-17
47,-145,57
-39,-88,132
-134,8,122
-229,104,112
-325,199,103
-420,295,93
-447,391,37
-474,389,-18
-333,387,-73
-193,386,-129
-52,303,-184
88,220,-239
156,137,-221
225,188,-202
293,238,-184
207,289,-165
120,340,-146
34,391,-150
-100,376,-154
-234,361,-158
-369,347,-162
-503,269,-166
-511,190,-107
-519,112,-49
-527,34,10
-443,-44,68
-359,-122,77
-275,4,86
-190,129,95
-164,255,104
-137,381,112
-110,269,56
-83,156,-1
-20,-44,-58
44,-244,-114
107,-251,-171
61,-259,-126
14,-94,-81
-33,70,-35
-80,234,10
-127,244,-33
3,254,-75
133,101,-117
264,-52,-120
399,-205,-122
534,-381,-125
669,-557,-127
562,-574,-149
454,-591,-171
142,-409,-46
-171,-227,80
-483,-45,205
-601,137,179
-718,164,153
-688,192,127
-659,220,101
-630,165,75
-461,111,49
-293,57,23
-29,3,-3
234,-52,-29
286,-106,-47
337,-160,-66
388,-214,-84
439,-269,-102
458,-248,-120
476,-228,-138
494,-208,-156
513,-188,-139
397,-167,-121
282,-147,-104
166,-127,-86
21,-254,-68
-124,-381,-20
-269,-508,29
-300,-635,78
-332,-613,127
-232,-591,106
-132,-409,85
-32,-227,65
68,-45,44
168,137,33
269,149,21
343,161,10
418,12,-54
493,-137,-117
427,-286,-181
361,-435,-244
151,-342,-186
-59,-249,-128
-269,-156,-70
-479,-63,-13
-562,29,45
-645,24,103
-728,18,161
-579,13,118
-431,7,76
-283,2,33
-137,-4,-10
10,-9,-22
7,-15,-34
3,-20,-46
0,-26,-58
-90,-31,-69
-181,-37,-81
-271,-42,-93
-361,-48,-105
-241,-53,-117
-120,-59,-135
0,-101,-154
106,-144,-172
212,-187,-190
317,-229,-166
270,-236,-142
223,-243,-117
176,-250,-93
129,-257,-85
81,-264,-76
34,-189,-68
-49,-115,-29
-132,-41,10
-215,33,49
-140,107,43
-65,97,38
10,86,32
138,75,27
267,64,21
396,54,15
376,2,10
356,-49,52
236,-100,94
116,-151,137
-5,-122,107
29,-93,78
63,-63,49
98,-34,20
238,-5,-10
378,24,-39
518,-18,-46
493,-60,-54
469,-103,-61
444,-31,-68
377,41,-49
310,113,-30
243,185,-11
176,257,8
135,329,27
95,400,46
55,405,65
15,410,84
10,415,103
5,420,110
0,425,118
-5,463,126
-31,501,134
-57,540,142
-83,578,97
-34,616,52
15,654,8
63,552,-37
112,449,-81
161,347,-126
210,203,-170
259,60,-215
231,-83,-186
203,-96,-158
176,-109,-129
148,-122,-101
120,-135,-72
93,-148,-44
65,-161,31
37,-123,106
10,-85,182
-65,-47,257
-139,-9,332
-214,29,292
-288,-40,251
-291,-110,211
-293,-179,170
-295,-249,130
-298,-243,89
-260,-238,49
-223,-232,24
-186,-226,-1
-148,-221,-27
-111,-215,-52
-73,-157,-77
34,-100,-102
142,-43,-127
249,15,-142
259,20,-156
269,24,-171
160,29,-186
52,34,-138
-56,47,-90
-164,60,-43
-272,73,5
-380,33,-39
-488,-7,-83
-386,-47,-127
-283,-87,-163
-181,-127,-199
-70,-75,-234
41,-24,-186
151,28,-137
180,80,-88
208,131,-101
236,183,-114
265,234,-127
293,90,-47
211,-55,33
130,-200,113
48,-324,193
-33,-448,273
-115,-571,256
-197,-493,239
-278,-415,222
-236,-337,205
-193,-261,188
-151,-186,171
-108,-110,154
-66,-34,137
-23,-11,120
20,13,103
9,37,85
-2,60,68
-13,84,51
-24,107,34
9,68,17
43,29,0
76,-10,-16
110,-49,-31
143,-88,-47
177,-127,-63
211,-94,-78
244,-62,-50
139,-29,-21
34,-68,7
-71,-107,35
-176,-146,63
-281,-186,57
-386,-120,50
-491,-55,43
-596,10,36
-550,75,29
-505,140,18
-459,205,7
-323,200,-4
-188,195,-15
-52,190,-27
83,184,-38
101,179,-49
119,174,-24
137,169,0
155,164,24
173,158,49
191,153,46
209,148,43
228,143,40
246,138,37
264,132,35
216,127,32
168,122,29
121,139,26
73,155,23
25,172,20
-23,188,17
-71,205,15
-119,229,31
-167,254,46
-215,278,62
-142,303,78
-70,275,64
3,247,50
75,219,36
148,190,22
220,106,8
293,22,-6
186,-62,-20
78,-146,-34
-29,-107,-48
-161,-68,-62
-293,-29,-76
-266,10,-90
-239,49,-104
-110,88,-118
19,127,-132
147,166,-146
276,205,-65
405,244,16
370,283,98
334,322,89
299,230,80
264,138,71
219,46,63
174,-46,54
129,-138,30
85,-230,7
40,-322,-17
-5,-306,-40
-26,-290,-63
-47,-273,-137
-68,-249,-210
-46,-225,-283
-23,-200,-246
0,-237,-208
-68,-273,-171
-137,-310,-72
-205,-347,28
-273,-270,127
-309,-194,123
-345,-117,120
-381,-11,116
-279,94,112
-178,200,71
-76,153,30
25,107,-11
127,60,-52
123,13,-93
119,-33,-134
115,-80,-175
111,-127,-216
107,-23,-257
104,81,-298
100,186,-242
96,277,-187
92,368,-131
88,459,-75
151,371,-20
215,283,10
278,100,40
342,-83,70
405,-266,100
339,-449,130
272,-441,160
205,-433,190
122,-425,220
39,-396,162
-44,-366,105
-24,-337,48
-5,-308,-10
15,-278,-17
34,-272,-24
56,-266,-32
77,-260,-39
99,-254,-34
120,-208,-29
142,-163,-24
98,-117,-20
54,-29,-15
10,59,-10
-34,146,-5
-78,115,0
-86,83,5
-94,51,-76
-103,20,-156
-52,63,-237
-1,106,-317
50,149,-291
101,193,-265
152,236,-238
203,279,-212
254,322,-186
247,249,-115
239,176,-45
232,103,26
225,29,96
217,-21,167
210,-72,237
140,-122,308
69,-65,313
-1,-8,317
-71,49,322
-142,57,257
-202,64,192
-263,72,127
-323,80,62
-384,88,-3
-444,121,-68
-397,154,-133
-349,187,-199
-302,220,-264
-254,164,-230
-176,109,-197
-98,54,-163
-20,-2,-130
-9,-57,-96
2,-112,-63
13,-51,-29
24,11,-5
35,72,20
46,134,44
56,195,68
67,124,10
78,53,-49
125,-19,-107
171,-90,-166
217,-161,-225
264,-136,-283
241,-110,-342
219,-85,-291
197,-60,-239
175,-34,-188
152,-83,-137
130,-132,-85
108,-181,-34
86,-229,17
63,-278,68
54,-283,156
29,-259,215
31,-187,215
33,-115,215
35,-43,215
37,29,215
39,21,159
42,12,103
46,3,47
49,-5,-8
-18,-14,-64
-84,-23,-120
-150,-31,-176
-217,-40,-159
-283,-48,-143
-277,-57,-126
-270,-66,-110
-264,-74,-93
-204,-83,-77
-145,-105,-60
-85,-127,-44
-26,-149,-35
33,-171,-26
93,-113,-17
75,-55,-8
57,3,1
38,61,10
20,119,-21
2,176,-51
-16,234,-82
-34,184,-112
-70,133,-66
-106,82,-21
-142,32,25
-205,-19,71
-269,-70,117
-332,-120,106
-298,-171,96
-264,-124,85
-229,-77,74
-166,-30,63
-103,17,52
-39,63,40
24,29,28
88,-5,16
151,-39,4
99,-73,-8
47,-83,-20
-6,-93,-14
-58,-103,-9
-110,-112,-3
-163,-50,2
-215,12,8
-172,74,13
-129,137,18
-87,94,24
-44,52,29
-1,10,34
42,-34,38
84,-78,43
127,-122,47
108,-84,52
90,-46,57
71,-8,61
53,30,66
34,68,70
67,97,75
100,125,79
133,154,84
166,182,88
172,211,93
178,239,66
184,216,40
190,193,14
99,170,-12
8,147,-39
-83,125,-65
-169,102,-91
-256,79,-118
-342,56,-144
-256,33,-170
-171,10,-196
-85,5,-223
0,0,-249
55,-5,-224
111,-55,-199
166,-105,-175
138,-155,-150
110,-205,-125
82,-161,-100
54,-117,-75
26,-73,-50
-2,-29,-26
-30,15,-1
-58,59,24
-86,24,49
-114,-10,49
-142,-44,49
-101,-78,49
-60,-36,49
-19,6,49
22,48,66
63,90,83
38,132,100
13,113,117
-13,95,134
-38,76,151
-63,58,123
-89,39,95
-114,-32,67
-140,-103,39
-165,-173,40
-190,-244,42
-199,-315,43
-207,-386,44
-215,-354,46
-186,-322,48
-157,-291,49
-129,-259,51
-100,-211,53
-71,-163,55
-43,-115,57
-14,-67,59
15,-20,60
-16,-29,62
-46,-39,64
-77,-49,66
-107,-59,68
-163,61,70
-218,180,71
-273,299,73
-231,418,69
-189,537,65
-146,474,62
-26,410,58
94,347,54
215,246,50
335,145,46
456,44,42
576,59,38
464,73,34
352,88,81
239,103,127
105,117,173
-29,132,220
-9,62,154
12,-9,89
33,-79,23
54,-149,-42
59,-220,-107
63,-190,-94
68,-160,-81
3,-129,-67
-62,-99,-54
-127,-69,-41
-253,-39,-28
-378,-50,-14
-504,-62,-1
-630,-73,12
-576,-85,26
-522,-96,39
-469,-107,23
-394,-111,7
-319,-114,-10
-244,-117,5
-309,-47,20
-374,23,34
-439,94,49
-526,164,39
-612,234,29
-698,200,20
-649,166,10
-601,132,0
-397,70,-7
-194,7,-15
10,-55,-22
213,-117,-29
417,-110,-5
620,-103,20
617,-95,44
614,-88,68
610,-139,93
522,-190,75
435,-242,58
347,-293,41
259,-344,24
171,-396,6
193,-447,-11
214,-498,-28
236,-430,-46
257,-361,-63
279,-293,-80
301,-184,-98
322,-75,-32
231,34,34
141,-4,100
50,-42,166
-41,-80,148
-132,-118,130
-171,-156,111
-210,-55,93
-249,46,75
-212,148,57
-174,249,38
-137,244,20
-99,239,2
-62,234,-16
-24,229,-35
-31,225,-53
-37,220,-71
-43,215,-89
-49,210,-107
-67,205,-98
-85,200,-90
-103,195,-81
-28,190,-72
47,103,-63
121,15,-54
196,-73,-45
271,-161,-36
345,-122,-27
420,-83,-18
370,-44,-9
321,0,0
272,44,-7
222,88,-15
173,59,-22
123,29,-29
74,0,-42
24,-29,-54
-25,-59,-66
-74,-88,-78
-124,-117,-63
-173,-72,-49
-223,-27,-34
-272,18,-20
-322,63,-5
-371,83,10
-370,103,7
-369,122,3
-367,142,0
-366,161,-3
-297,181,-7
-228,200,-10
-160,220,-2
-91,239,5
-22,259,12
47,278,20
116,298,27
185,317,34
254,273,-1
343,229,-37
433,186,-72
522,142,-107
521,128,-93
519,114,-80
518,101,-66
417,87,-52
316,73,-38
215,30,-24
125,-13,-10
36,-56,-20
-54,-99,-29
-71,-142,-39
-89,-190,-49
-106,-238,-39
-124,-286,-29
-142,-334,-20
-227,-382,-10
-312,-430,0
-396,-405,10
-481,-381,20
-566,-356,29
-527,-295,39
-488,-233,49
-449,-172,13
-333,-110,-22
-217,-49,-57
-101,-38,-93
16,-27,-82
132,-16,-71
146,-5,-61
161,44,-50
176,93,-39
174,142,-29
172,190,-18
170,239,-7
168,181,3
166,122,14
206,63,25
246,-56,35
285,-176,46
325,-295,57
365,-415,67
405,-383,78
444,-352,90
337,-320,103
229,-288,115
122,-256,127
15,-225,88
-24,-247,49
-63,-270,10
-103,-293,-29
-142,-248,-29
-169,-203,-29
-197,-159,-29
-225,-114,-29
-227,-69,-21
-229,-24,-12
-232,20,-4
-234,65,5
-237,110,13
-239,155,22
-244,199,31
-249,244,39
-254,218,-2
-259,192,-44
-133,165,-85
-7,139,-127
118,113,-103
244,86,-79
363,60,-55
482,34,-31
601,8,-7
571,-19,17
542,-45,41
513,-71,64
424,-98,88
336,-95,112
247,-93,97
158,-90,81
70,-88,65
-19,-85,49
-107,-83,34
-133,-81,18
-159,-78,2
-184,-76,-14
-210,-73,-29
-235,-115,-29
-261,-156,-29
-286,-198,-29
-312,-239,-29
-337,-173,-29
-363,-107,-29
-388,-40,-29
-414,26,-29
-439,92,-48
-334,158,-67
-228,225,-85
-122,177,-104
7,129,-123
135,82,-142
264,34,-119
236,7,-96
208,-21,-74
181,-49,-51
134,28,-28
87,105,-6
40,183,17
-7,260,40
-54,337,62
-6,289,85
43,241,107
91,193,93
139,145,78
187,97,63
235,49,49
283,24,34
254,0,-34
225,-24,-103
195,-49,-171
166,-73,-239
137,-98,-229
134,-168,-220
132,-239,-210
129,-310,-140
127,-381,-70
84,-356,-1
41,-331,69
-2,-306,139
-44,-281,209
-87,-256,278
-130,-230,237
-173,-205,195
-216,-180,154
-259,-155,112
-189,-130,79
-118,-105,46
-48,-80,13
22,-55,-20
92,-30,-52
162,-5,-85
233,-39,-118
303,-73,-151
261,-107,-121
219,-142,-91
177,-124,-61
134,-106,-31
92,-89,-1
50,-71,29
8,-53,59
-34,-35,57
-76,-18,56
-118,0,55
-160,0,54
-202,0,17
-244,0,-20
-221,0,-56
-199,-1,-93
-176,-2,-129
-130,-4,-166
-84,-5,-131
-38,-49,-96
8,-93,-61
54,-137,-27
26,-181,8
-2,-161,43
-31,-142,78
-59,-122,98
-98,-103,117
-137,-83,137
-176,-63,117
-215,-44,98
-172,-24,78
-129,-73,59
-85,-122,39
-42,-171,20
1,-133,17
44,-96,14
43,-58,11
43,-20,8
42,17,5
41,55,-7
40,93,-18
40,81,-29
39,69,-41
38,58,-52
38,46,-63
37,34,-63
36,34,-63
36,34,-63
35,34,-63
34,-51,-63
16,-137,-56
-2,-222,-49
-21,-308,-42
-39,-260,-34
-57,-213,-27
-75,-166,-20
-93,-119,-12
-111,-72,-5
-129,-24,2
-146,-24,10
-113,-24,17
-80,-24,24
-46,-24,32
-13,-24,39
21,9,46
54,43,54
88,76,44
76,110,34
63,143,24
51,176,15
39,210,5
10,142,-5
-20,73,-15
-49,5,-38
-13,-63,-61
23,-23,-84
59,17,-107
94,57,-76
130,97,-44
166,137,-12
148,99,20
129,62,51
111,24,83
92,20,77
74,16,71
55,12,65
37,8,59
18,4,53
0,0,47
-9,-28,41
-17,-57,35
-26,-85,29
-34,-113,24
-87,-142,20
-140,-121,15
-193,-101,10
-246,-81,5
-299,-60,0
-352,-40,-5
-307,-20,-10
-263,1,-15
-218,21,-20
-174,42,-24
-129,62,-29
-85,82,-3
-40,103,23
4,86,49
49,70,39
62,54,29
74,9,20
87,-37,10
100,-82,-15
112,-127,-39
125,-88,-63
138,-49,-88
150,-10,-90
163,70,-92
176,149,-94
209,228,-96
242,308,-98
275,275,-84
308,243,-69
271,210,-55
235,177,-41
199,145,-27
162,112,-13
126,125,1
90,138,15
53,151,29
17,129,24
-20,106,20
-61,84,15
-103,62,10
-144,39,13
-186,68,16
-184,97,19
-182,126,21
-181,155,24
-102,184,0
-23,212,-24
56,241,-49
135,270,-73
214,299,-56
293,328,-40
290,357,-23
286,386,-6
283,327,11
204,269,28
125,210,44
46,151,61
-33,93,78
-112,51,72
-65,9,66
-18,-33,60
29,-75,54
116,-117,48
202,-105,42
288,-93,35
229,-81,29
171,-68,32
112,-44,36
37,-20,39
-37,5,42
-112,29,45
-73,13,48
-34,-2,51
5,-18,54
59,-34,58
112,-22,61
166,-9,64
120,3,67
75,16,70
29,28,73
-16,41,45
-62,53,17
-107,66,-12
-50,78,-40
7,91,-68
65,103,-49
122,116,-31
132,128,-12
142,141,7
151,154,26
74,166,45
-3,121,64
-81,77,83
-158,32,76
-235,-13,68
-313,-57,61
-296,-102,54
-280,-146,46
-264,-155,39
-206,-163,32
-148,-171,24
-90,-179,17
-33,-187,10
25,-195,9
83,-203,7
82,-212,6
81,-220,5
81,-207,4
80,-194,2
79,-181,1
78,-168,0
82,-156,-1
85,-143,-2
89,-130,-4
93,-117,-5
80,-86,-6
67,-54,-7
54,-23,-9
42,8,-10
29,40,4
16,71,18
3,103,31
-10,94,45
-18,85,59
-26,76,70
-34,67,81
-62,58,92
-90,49,103
-118,22,114
-146,-4,126
-119,-30,137
-91,-57,104
-63,-83,71
-35,-49,38
-7,-15,6
21,20,-27
49,54,-60
4,88,-93
-40,73,-89
-85,57,-85
-130,42,-81
-174,27,-77
-219,12,-73
-264,-4,-37
-228,-19,-2
-193,-34,34
-158,-26,70
-123,-18,106
-87,-10,142
-52,-2,124
-17,7,106
18,15,89
54,13,71
11,11,54
-31,9,53
-73,8,52
-139,6,51
-205,4,50
-271,2,50
-337,0,49
-309,-1,37
-282,-3,24
-254,-5,12
-151,-22,0
-49,-40,-12
54,-58,-24
42,-75,-37
29,-93,-49
17,-73,-37
5,-54,-25
-33,-34,-14
-70,-15,-2
-107,5,10
-36,24,10
36,-37,10
107,-99,10
241,-160,10
374,-222,34
508,-283,59
518,-287,83
527,-291,107
425,-294,132
322,-298,156
220,-270,181
117,-242,145
15,-214,110
-88,-186,74
-44,-158,39
0,-130,4
44,-103,-32
112,-75,-67
181,-47,-103
249,-19,-87
166,9,-71
83,37,-55
0,65,-39
-130,93,-24
-260,72,-8
-391,50,8
-379,29,24
-368,8,39
-356,-13,55
-254,-34,71
-151,-80,87
-49,-125,103
54,-171,84
55,-110,65
56,-49,47
57,12,28
59,73,10
55,122,-5
52,171,-20
48,220,-34
45,170,-49
41,119,-40
38,69,-32
34,19,-23
29,-31,-15
24,-82,-6
20,-132,2
15,-77,11
-39,-22,20
-93,32,28
-146,87,37
-200,142,45
-254,208,54
-197,275,26
-140,342,-1
-83,298,-28
20,254,-56
122,210,-83
225,166,-62
195,122,-41
166,143,-20
137,164,2
46,186,23
-44,144,44
-134,103,42
-225,61,40
-238,20,38
-251,-22,35
-264,-63,33
-198,-105,31
-133,-146,29
-67,-131,27
-2,-116,25
63,-100,23
62,-85,20
60,-70,18
59,-54,16
57,-39,14
55,-39,12
54,-40,10
33,-40,13
12,-41,16
-9,-41,20
-29,-42,23
-4,-42,26
21,-42,29
47,-43,9
72,-43,-11
98,-44,-31
56,-44,-51
15,-16,-71
-27,12,-92
-68,40,-112
-111,68,-132
-153,35,-126
-195,2,-119
-133,-31,-113
-71,-64,-107
-9,-98,-101
54,-137,-95
92,-176,-89
129,-215,-82
167,-254,-76
205,-209,-70
162,-164,-64
118,-118,-58
75,-73,-51
32,-37,-45
-12,-2,-39
-55,34,-85
-98,16,-131
-142,-3,-177
-53,-21,-223
36,-40,-269
125,-59,-238
214,-40,-208
303,-21,-177
304,-3,-146
306,16,-102
308,34,-57
264,-2,-12
220,-38,33
176,-74,77
132,-110,122
88,-146,104
44,-137,85
0,-128,67
-44,-119,49
-55,-109,23
-65,-100,-3
-76,-91,-29
-87,-81,-55
-98,-72,-81
-79,-63,-107
-60,-53,-84
-41,-44,-61
-22,-61,-38
-3,-78,-15
16,-95,8
35,-112,31
54,-95,54
24,-78,49
-20,-59,39
-43,-47,14
-66,-35,-11
-90,-24,-36
-113,-12,-60
-137,-1,-85
-94,11,-110
-51,23,-135
-9,34,-160
34,46,-185
59,57,-210
83,69,-234
107,81,-201
132,92,-167
156,104,-133
140,115,-100
123,127,-66
107,115,-33
90,103,1
74,90,35
57,78,68
41,67,53
24,56,37
8,45,21
-9,34,6
-25,24,-10
-42,15,-37
-58,5,-63
-74,-5,-90
-91,-15,-117
-107,-24,-102
-90,-34,-86
-72,-44,-71
-54,-54,-55
-36,-63,-40
-18,-73,-24
0,-104,-9
18,-134,7
36,-165,22
54,-195,37
72,-149,53
90,-103,68
107,-56,51
77,-10,35
46,37,18
16,83,1
-15,82,-16
43,80,-33
100,79,-50
157,77,-67
215,76,-83
267,75,-100
319,73,-117
371,53,-93
311,33,-70
251,12,-46
190,-8,-22
93,-28,1
-5,-49,25
-103,-59,49
-200,-68,40
-195,-78,31
-190,-120,22
-186,-163,13
-136,-205,4
-86,-247,-4
-36,-290,-13
14,-332,-22
63,-295,-31
72,-259,-40
80,-222,-49
89,-186,-49
97,-149,-50
105,-112,-51
114,-76,-51
122,-39,-52
112,-2,-52
102,34,-53
92,93,-54
82,151,-54
71,210,-55
61,195,-56
51,181,-56
41,166,-57
31,151,-57
21,137,-58
11,122,-59
0,107,-53
-10,93,-48
-21,78,-43
-32,63,-38
-43,49,-32
-54,34,-27
-76,20,-22
